subj,rmse_SBP,rmse_DBP,mape_SBP,mape_DBP,mae_SBP,mae_DBP
MJ,9.622105097692751,13.29796959797713,0.056104510992592546,0.1761971195657096,7.742707904470751,11.960982016627284
SB,12.101365180470742,10.704359562878528,0.08539786250691629,0.1607103720013778,10.141662315097548,9.29797877371514
EW,8.498323332936517,8.710908955119269,0.057153531772766414,0.12035449534013476,7.1152759010031215,7.343025046819925
PV,10.92958426296561,9.401371882815994,0.059954014463578086,0.12279111153173305,8.134789935259176,7.889254622354719
JR,14.743478413086558,7.542340874797663,0.10511378591480004,0.08566946398399673,12.962432753370198,6.203837583570845
HS,8.22147062829585,5.297699806477894,0.06623961184192138,0.06855202129997394,6.668237533320058,4.281866712599464
JB,12.25057400462397,9.454623676893995,0.08247314612739107,0.12130413485953065,10.156978238394887,7.708185200980152
SK,19.302511620593314,10.792221040858283,0.14456553516474038,0.17100665272695975,17.091970917030224,9.236246942041946
