n_estimators,learning_rate,max_depth,subsample,colsample_bytree,gamma,min_child_weight,mean_loss,mean_mae,mean_mape,execution_time
100,0.1,4,0.7,0.7,0.1,5,329.47057568135085,14.262982525890479,0.16244395454849647,13.167763233184814
100,0.1,4,0.7,0.7,0.3,1,327.4968517067623,14.343984590014152,0.16514243196235567,10.573984384536743
100,0.1,4,0.7,0.7,0.3,3,327.4968517067623,14.343984590014152,0.16514243196235567,10.413218021392822
100,0.1,4,0.7,0.7,0.3,5,327.2746781004008,14.328460088428486,0.16498365751435498,10.41225004196167
100,0.1,4,0.7,0.8,0.0,1,308.44100401197386,13.677502206345011,0.15247376705206567,17.6204731464386
100,0.1,4,0.7,0.8,0.0,3,316.3152207891628,13.899422582092594,0.155623892255149,17.509763956069946
100,0.1,4,0.7,0.8,0.0,5,306.399767759059,13.731698685451516,0.15328389311068782,17.3075590133667
100,0.1,4,0.7,0.8,0.1,1,323.77375569577976,14.123312604244322,0.15757230250415538,13.44941520690918
100,0.1,4,0.7,0.8,0.1,3,327.51611050383053,14.25907636576797,0.15936379712785514,13.381159543991089
100,0.1,4,0.7,0.8,0.1,5,331.7913517870177,14.318167380291047,0.1600651291086873,13.40662693977356
100,0.1,4,0.7,0.8,0.3,1,309.3637459811725,14.00198041308607,0.1607170724581635,10.348653316497803
100,0.1,4,0.7,0.8,0.3,3,309.3637459811725,14.00198041308607,0.1607170724581635,10.459435939788818
100,0.1,4,0.7,0.8,0.3,5,311.6041715876433,14.026589115312188,0.1607928653668187,10.379942655563354
100,0.1,4,0.7,1.0,0.0,1,292.9055935761078,13.466575745617288,0.15381794135940063,19.307600736618042
100,0.1,4,0.7,1.0,0.0,3,297.7596964138376,13.531270525808129,0.1532360354573122,19.157634973526
100,0.1,4,0.7,1.0,0.0,5,298.11951735858065,13.621811216128993,0.1557130455884252,18.949228048324585
100,0.1,4,0.7,1.0,0.1,1,303.04176350077205,13.72870896795705,0.15745307416727572,15.169565439224243
100,0.1,4,0.7,1.0,0.1,3,309.6600692904421,13.853443158905927,0.1584346943545265,14.90647006034851
100,0.1,4,0.7,1.0,0.1,5,307.6423535382869,13.841084995783037,0.15852266458482187,14.712266683578491
100,0.1,4,0.7,1.0,0.3,1,288.3330578371206,13.51194803079744,0.15640228315558458,11.194279670715332
100,0.1,4,0.7,1.0,0.3,3,288.3330578371206,13.51194803079744,0.15640228315558458,11.12365198135376
100,0.1,4,0.7,1.0,0.3,5,287.683574236983,13.5120437269506,0.15640572732281682,11.110960006713867
100,0.1,4,0.8,0.7,0.0,1,323.63453360798155,13.923538617228264,0.1561705890647785,17.023497104644775
100,0.1,4,0.8,0.7,0.0,3,320.54704394176173,13.928850735772517,0.15638261814244842,17.00441575050354
100,0.1,4,0.8,0.7,0.0,5,316.6794064972218,13.855238025914288,0.15460285591298387,17.342026472091675
100,0.1,4,0.8,0.7,0.1,1,318.47571980340405,14.020227993598834,0.1588031782750219,13.750556468963623
100,0.1,4,0.8,0.7,0.1,3,313.6515275064382,13.93737540526442,0.1581000103753506,13.599451780319214
100,0.1,4,0.8,0.7,0.1,5,319.49374282632107,14.09117340896203,0.15999421107319842,13.659687757492065
100,0.1,4,0.8,0.7,0.3,1,318.5790895200978,14.101383647791454,0.16128685927261138,10.562761783599854
100,0.1,4,0.8,0.7,0.3,3,318.5790895200978,14.101383647791454,0.16128685927261138,10.55582571029663
100,0.1,4,0.8,0.7,0.3,5,318.80665986813415,14.104859086004147,0.16135218691621045,10.520920515060425
100,0.1,4,0.8,0.8,0.0,1,310.54800868927526,13.919131010770567,0.1578000084851564,17.246609926223755
100,0.1,4,0.8,0.8,0.0,3,304.83836317195926,13.752967653145824,0.15604583876734862,17.042664289474487
100,0.1,4,0.8,0.8,0.0,5,322.6283153459866,14.128554865150992,0.15901547710348354,17.03306531906128
100,0.1,4,0.8,0.8,0.1,1,323.91396248580975,14.216460820669361,0.16190449569038967,13.601067543029785
100,0.1,4,0.8,0.8,0.1,3,322.3054921732952,14.196903754306064,0.16191066581561114,13.538824319839478
100,0.1,4,0.8,0.8,0.1,5,311.2123013256784,13.949916679596615,0.15939120607860488,13.510010242462158
100,0.1,4,0.8,0.8,0.3,1,304.9105520795764,13.895350267508435,0.16154753015207923,10.465153694152832
100,0.1,4,0.8,0.8,0.3,3,304.9105520795764,13.895350267508435,0.16154753015207923,10.451947212219238
100,0.1,4,0.8,0.8,0.3,5,307.0738485623993,13.927191502311201,0.1617075158672634,10.485117197036743
100,0.1,4,0.8,1.0,0.0,1,299.1355476823458,13.651106444293973,0.15621561818330626,19.217470169067383
100,0.1,4,0.8,1.0,0.0,3,301.1236535501197,13.773805104722467,0.1584671927276148,19.291319608688354
100,0.1,4,0.8,1.0,0.0,5,312.0407128962655,13.990208757186808,0.16049482307346236,19.26310420036316
100,0.1,4,0.8,1.0,0.1,1,315.53016276378446,14.075654526752636,0.16082682427095962,15.143316984176636
100,0.1,4,0.8,1.0,0.1,3,306.34737752694747,13.892331956953194,0.15934555344377363,15.062528610229492
100,0.1,4,0.8,1.0,0.1,5,316.74124385278503,14.051290149354859,0.1611896855758947,14.9945068359375
100,0.1,4,0.8,1.0,0.3,1,303.5291206529697,13.83921746350767,0.16049022051688436,11.475332975387573
100,0.1,4,0.8,1.0,0.3,3,303.5291206529697,13.83921746350767,0.16049022051688436,11.38451600074768
100,0.1,4,0.8,1.0,0.3,5,305.1284958128182,13.865012581970776,0.16070403300617978,11.379060745239258
100,0.1,4,1.0,0.7,0.0,1,330.5593291190019,14.178065651335494,0.1596554799411538,17.57788634300232
100,0.1,4,1.0,0.7,0.0,3,337.0886630276111,14.34886353558308,0.16269335904978177,17.257264375686646
100,0.1,4,1.0,0.7,0.0,5,350.07065731382863,14.582105008773077,0.16451605671850592,17.106420516967773
100,0.1,4,1.0,0.7,0.1,1,341.9493844482163,14.574434094911112,0.16557190217200662,13.174622058868408
100,0.1,4,1.0,0.7,0.1,3,337.8756216307296,14.451551973379303,0.1645944836845328,13.072858095169067
100,0.1,4,1.0,0.7,0.1,5,319.37613506970604,14.106482816016433,0.16141434912845876,12.943623065948486
100,0.1,4,1.0,0.7,0.3,1,331.81035049325,14.271095954980892,0.16309886612319657,10.594398021697998
100,0.1,4,1.0,0.7,0.3,3,331.807420157733,14.27105057048715,0.16309849117837955,10.549736499786377
100,0.1,4,1.0,0.7,0.3,5,329.95350875412976,14.218008311979496,0.16263768138868792,10.569555044174194
100,0.1,4,1.0,0.8,0.0,1,326.870066206999,14.04033915559954,0.15774828664192506,17.623185873031616
100,0.1,4,1.0,0.8,0.0,3,340.3627508464665,14.180613349038172,0.15778211202451162,17.48128342628479
100,0.1,4,1.0,0.8,0.0,5,315.18038350775277,13.79660713898739,0.1552345755055245,17.34651756286621
100,0.1,4,1.0,0.8,0.1,1,334.70677332243633,14.313691570291217,0.16193744226979878,12.96166181564331
100,0.1,4,1.0,0.8,0.1,3,321.42035239589114,14.061069846905859,0.15972862243437397,12.842986822128296
100,0.1,4,1.0,0.8,0.1,5,310.8139943543266,13.870095870316439,0.15739870256412164,13.01779294013977
100,0.1,4,1.0,0.8,0.3,1,317.146179614313,14.022707061693954,0.16047043563775643,10.358352899551392
100,0.1,4,1.0,0.8,0.3,3,317.18256783319396,14.023575819115274,0.16047690202479864,10.137154579162598
100,0.1,4,1.0,0.8,0.3,5,310.9780096796648,13.858058604048006,0.15908717076780038,10.318620204925537
100,0.1,4,1.0,1.0,0.0,1,293.7345660185139,13.590389329417553,0.15560876457349193,19.436115503311157
100,0.1,4,1.0,1.0,0.0,3,292.904147718796,13.521985508101336,0.15337408015449638,19.312575578689575
100,0.1,4,1.0,1.0,0.0,5,298.6671467299001,13.685718503269605,0.15686661098444915,19.233868837356567
100,0.1,4,1.0,1.0,0.1,1,310.89602681368183,14.03186065444514,0.16131655791588873,14.535391807556152
100,0.1,4,1.0,1.0,0.1,3,313.1166658674605,14.053467588833605,0.16148584621057427,14.369487047195435
100,0.1,4,1.0,1.0,0.1,5,331.1193441658552,14.381114401339406,0.16528500430694218,14.400824308395386
100,0.1,4,1.0,1.0,0.3,1,296.9554482683849,13.724854573104931,0.1589593599399618,11.448078393936157
100,0.1,4,1.0,1.0,0.3,3,296.9554482683849,13.724854573104931,0.1589593599399618,11.381713628768921
100,0.1,4,1.0,1.0,0.3,5,297.021640539542,13.72559168232181,0.15895940696519273,11.425730466842651
100,0.1,6,0.7,0.7,0.0,1,333.20896686035485,14.445023420736327,0.16351153263324303,41.22378206253052
100,0.1,6,0.7,0.7,0.0,3,337.31006942093694,14.514972904254453,0.1634326108077298,39.469292879104614
100,0.1,6,0.7,0.7,0.0,5,327.64571062079364,14.266821585959644,0.16184081430317773,38.34528303146362
100,0.1,6,0.7,0.7,0.1,1,335.56956075011794,14.54942471907751,0.16774321714616075,17.56367564201355
100,0.1,6,0.7,0.7,0.1,3,346.5101148426211,14.886103243678889,0.17086109236459962,17.459753274917603
100,0.1,6,0.7,0.7,0.1,5,351.88283908249264,15.047501261492574,0.1716142987103121,17.436423301696777
100,0.1,6,0.7,0.7,0.3,1,330.5516955999025,14.483799864718815,0.16629423076585914,12.969582796096802
100,0.1,6,0.7,0.7,0.3,3,334.0019534584452,14.535696401069066,0.166753443561709,12.902117729187012
100,0.1,6,0.7,0.7,0.3,5,333.41550877110507,14.50578368390104,0.16646785712417644,12.806337833404541
100,0.1,6,0.7,0.8,0.0,1,324.605618455338,14.275885562218436,0.16343800194214586,42.01007270812988
100,0.1,6,0.7,0.8,0.0,3,342.0589010477281,14.463442656785475,0.16450432390939734,40.431175231933594
100,0.1,6,0.7,0.8,0.0,5,329.51309113799624,14.143106536287032,0.1606400198809222,39.06042551994324
100,0.1,6,0.7,0.8,0.1,1,336.10274952689656,14.587641801323974,0.16863650903080613,17.61804723739624
100,0.1,6,0.7,0.8,0.1,3,334.2305051611886,14.523651140782553,0.1674549862070873,17.510952711105347
100,0.1,6,0.7,0.8,0.1,5,342.17558136223147,14.8365339189165,0.17308618177147236,17.46886420249939
100,0.1,6,0.7,0.8,0.3,1,314.5971855131669,14.167325549914638,0.16281385987120686,12.893177032470703
100,0.1,6,0.7,0.8,0.3,3,314.62466875031305,14.168030368120037,0.16281918731980566,12.771625757217407
100,0.1,6,0.7,0.8,0.3,5,314.19927191588823,14.163120642050071,0.16276569639859598,12.844228029251099
100,0.1,6,0.7,1.0,0.0,1,318.7966572065023,14.02237402791878,0.1607720461599218,46.50723648071289
100,0.1,6,0.7,1.0,0.0,3,320.30248931592087,14.079022989420626,0.16289577250894943,44.17642784118652
100,0.1,6,0.7,1.0,0.0,5,317.3294104145863,14.021806971550724,0.16096411182078252,42.709062576293945
100,0.1,6,0.7,1.0,0.1,1,338.9328796145802,14.667644812079377,0.17145857800739717,19.51973295211792
100,0.1,6,0.7,1.0,0.1,3,333.3097056949586,14.674455716218212,0.1714674946452411,19.37971067428589
100,0.1,6,0.7,1.0,0.1,5,346.3831752236845,14.929065291511826,0.17472307041474056,19.11082363128662
100,0.1,6,0.7,1.0,0.3,1,315.4752143459847,14.386334124386856,0.16834864011249867,14.059962272644043
100,0.1,6,0.7,1.0,0.3,3,317.3222787714308,14.420663580152667,0.1686607388064926,13.89262318611145
100,0.1,6,0.7,1.0,0.3,5,310.5177320315539,14.271737615421802,0.16678579721327996,14.006530046463013
100,0.1,6,0.8,0.7,0.0,1,346.8051533722104,14.915181293742393,0.1701016665465156,41.202449798583984
100,0.1,6,0.8,0.7,0.0,3,343.28658690356167,14.582668177688507,0.16547554750942556,39.785797119140625
100,0.1,6,0.8,0.7,0.0,5,332.5432051379472,14.298514851079709,0.16218341229942956,38.7252242565155
100,0.1,6,0.8,0.7,0.1,1,351.877347262116,14.902982387783549,0.17066685925886457,17.78044819831848
100,0.1,6,0.8,0.7,0.1,3,339.9902806954558,14.633646190964704,0.167852169412799,17.587437868118286
100,0.1,6,0.8,0.7,0.1,5,340.71923474086645,14.717840591104991,0.1692933316200389,17.586933851242065
100,0.1,6,0.8,0.7,0.3,1,335.5607119608561,14.600132047549701,0.16814470274950027,13.315530061721802
100,0.1,6,0.8,0.7,0.3,3,337.0671614122487,14.635937135506216,0.1684315848604494,13.084119081497192
100,0.1,6,0.8,0.7,0.3,5,338.6929610829927,14.685721572089022,0.16897076080286805,13.11786675453186
100,0.1,6,0.8,0.8,0.0,1,371.79971067496643,15.295350736880033,0.17331027242100785,42.52939701080322
100,0.1,6,0.8,0.8,0.0,3,338.8806992906314,14.589972491498372,0.1661004003933303,40.924309730529785
100,0.1,6,0.8,0.8,0.0,5,344.37906854062436,14.70207043646619,0.16590225819920829,39.68456053733826
100,0.1,6,0.8,0.8,0.1,1,336.0481970578355,14.642043840939165,0.16861793092997862,17.940834760665894
100,0.1,6,0.8,0.8,0.1,3,332.11056152319384,14.570614721107539,0.1675092467786642,17.705592155456543
100,0.1,6,0.8,0.8,0.1,5,332.08369230157444,14.540826366073805,0.16870709289421396,17.771604299545288
100,0.1,6,0.8,0.8,0.3,1,330.2823631361668,14.466542116759118,0.1669669730970076,13.388075351715088
100,0.1,6,0.8,0.8,0.3,3,329.01368551120675,14.441979741647106,0.16675619580139547,13.283581018447876
100,0.1,6,0.8,0.8,0.3,5,329.75859951414856,14.441439357761354,0.1666951620568863,13.041513442993164
100,0.1,6,0.8,1.0,0.0,1,343.0104474806979,14.832965689224435,0.17094299385671413,46.46375060081482
100,0.1,6,0.8,1.0,0.0,3,320.977832874344,14.231467302139292,0.1649706208225185,44.59663987159729
100,0.1,6,0.8,1.0,0.0,5,334.3643209285848,14.637055816961947,0.1690231938449349,42.91358780860901
100,0.1,6,0.8,1.0,0.1,1,347.16512432243735,14.917285528490245,0.17461237097191062,19.63929271697998
100,0.1,6,0.8,1.0,0.1,3,347.147226501469,14.930513569376604,0.1751995843484163,19.40978479385376
100,0.1,6,0.8,1.0,0.1,5,331.1914515137093,14.593208259201731,0.17188128665587346,19.09650421142578
100,0.1,6,0.8,1.0,0.3,1,322.34804647134024,14.407321397345271,0.16761973985128975,14.461014032363892
100,0.1,6,0.8,1.0,0.3,3,318.4044362724842,14.324400054712285,0.16690449002163424,14.308418273925781
100,0.1,6,0.8,1.0,0.3,5,321.2977075847501,14.40086957281926,0.16767593057649985,14.300908327102661
100,0.1,6,1.0,0.7,0.0,1,355.9392377268508,14.783636941292889,0.1683918032666596,41.187334060668945
100,0.1,6,1.0,0.7,0.0,3,348.2783418633293,14.778029032624868,0.16806138522096709,40.005019664764404
100,0.1,6,1.0,0.7,0.0,5,365.9836481977529,15.069091183514034,0.1712203206169754,39.00530123710632
100,0.1,6,1.0,0.7,0.1,1,360.3149153536547,15.080818714673082,0.17286701870733584,17.17814826965332
100,0.1,6,1.0,0.7,0.1,3,362.43079196356626,15.108913614114483,0.17289311682803127,17.35016632080078
100,0.1,6,1.0,0.7,0.1,5,367.3267399076366,15.159618163132487,0.173951830087906,17.472715377807617
100,0.1,6,1.0,0.7,0.3,1,340.5225943568282,14.709488885975421,0.1684139392625632,13.791684865951538
100,0.1,6,1.0,0.7,0.3,3,338.050493732572,14.663579805903538,0.1680549621063902,13.54244089126587
100,0.1,6,1.0,0.7,0.3,5,342.33539878511624,14.763040271291306,0.1688947952155349,13.499827861785889
100,0.1,6,1.0,0.8,0.0,1,341.54569862762185,14.65848764733288,0.16887958720314736,42.50295829772949
100,0.1,6,1.0,0.8,0.0,3,338.10711239610316,14.442595116020307,0.1652893534028958,40.9136962890625
100,0.1,6,1.0,0.8,0.0,5,320.4080059747343,13.992482561873139,0.15864805054474074,39.42199659347534
100,0.1,6,1.0,0.8,0.1,1,349.9531655171229,14.854543571787747,0.17161511045618028,17.59519386291504
100,0.1,6,1.0,0.8,0.1,3,336.30460557985225,14.616581034568167,0.16864595957330192,17.63509774208069
100,0.1,6,1.0,0.8,0.1,5,346.44316909994404,14.697383526585863,0.16936095380780752,17.372837781906128
100,0.1,6,1.0,0.8,0.3,1,332.54421449218876,14.523754255637893,0.16625502708823348,13.614457607269287
100,0.1,6,1.0,0.8,0.3,3,334.84237191643376,14.56262364742603,0.1665939276597485,13.531596183776855
100,0.1,6,1.0,0.8,0.3,5,337.8668434948107,14.573484286652814,0.16637026655250656,13.462192058563232
100,0.1,6,1.0,1.0,0.0,1,338.53289894329157,14.741644345584184,0.17114222462886564,46.36284565925598
100,0.1,6,1.0,1.0,0.0,3,345.0600610413835,14.72902576308332,0.17027862521643158,44.54026222229004
100,0.1,6,1.0,1.0,0.0,5,347.15171195222376,14.650575779594051,0.16772773029625943,43.834991216659546
100,0.1,6,1.0,1.0,0.1,1,332.7461999801784,14.624318935059067,0.17002459706796988,19.54414653778076
100,0.1,6,1.0,1.0,0.1,3,361.35455148221484,15.188947401156774,0.1767178012533535,19.289471864700317
100,0.1,6,1.0,1.0,0.1,5,348.5192586704213,14.897453432162912,0.17418746104506622,19.228366374969482
100,0.1,6,1.0,1.0,0.3,1,309.06859305597607,14.058735995681076,0.1636999098333465,14.865651607513428
100,0.1,6,1.0,1.0,0.3,3,309.8891190924387,14.074278573728048,0.1638390097296873,14.790839672088623
100,0.1,6,1.0,1.0,0.3,5,312.8353585446074,14.09333177583054,0.16395840354831503,14.48257064819336
100,0.1,8,0.7,0.7,0.0,1,348.7725270332003,14.679361379107194,0.1680720984651124,101.03414297103882
100,0.1,8,0.7,0.7,0.0,3,347.88349722028397,14.628270129462646,0.16802764553213642,90.09828019142151
100,0.1,8,0.7,0.7,0.0,5,388.8457498687145,15.52711520992894,0.1772811170031713,82.46532988548279
100,0.1,8,0.7,0.7,0.1,1,372.4395199491886,15.364076668084671,0.17743690045535018,21.393580198287964
100,0.1,8,0.7,0.7,0.1,3,361.8238808105641,15.069374194462783,0.17287573321265332,21.021249055862427
100,0.1,8,0.7,0.7,0.1,5,371.79459670467963,15.360627460504924,0.1776464210603241,20.893752098083496
100,0.1,8,0.7,0.7,0.3,1,337.6954028171204,14.687439130087046,0.16906064402193716,14.675243377685547
100,0.1,8,0.7,0.7,0.3,3,336.7973584609016,14.681194886378524,0.16897292092935612,14.610191106796265
100,0.1,8,0.7,0.7,0.3,5,337.4815312011812,14.707062386204324,0.16910596283057555,14.36128830909729
100,0.1,8,0.7,0.8,0.0,1,347.76940284873507,14.92759401272767,0.1712825680560226,105.26840853691101
100,0.1,8,0.7,0.8,0.0,3,345.9765151240771,14.791204845756976,0.17009450935622705,93.28586459159851
100,0.1,8,0.7,0.8,0.0,5,349.24426895949193,14.895489537480799,0.1720131459166206,85.85427927970886
100,0.1,8,0.7,0.8,0.1,1,339.8622057534268,14.717440298557458,0.16957479832070343,22.016350507736206
100,0.1,8,0.7,0.8,0.1,3,343.1788139749451,14.809540507629388,0.17053081588281147,21.7551486492157
100,0.1,8,0.7,0.8,0.1,5,337.2881237867556,14.641046282010642,0.1689105492968675,21.44884467124939
100,0.1,8,0.7,0.8,0.3,1,328.12486508829943,14.429236441298073,0.16573093719846801,14.76802682876587
100,0.1,8,0.7,0.8,0.3,3,328.3121476258734,14.433700173323913,0.16576385070386945,14.512267827987671
100,0.1,8,0.7,0.8,0.3,5,327.53115504695415,14.423778705251765,0.16564860858359776,14.587376356124878
100,0.1,8,0.7,1.0,0.0,1,332.1788126920369,14.550621266780077,0.16844128928795896,115.11720156669617
100,0.1,8,0.7,1.0,0.0,3,330.67706006154634,14.550500788073242,0.16851799173046156,100.23638463020325
100,0.1,8,0.7,1.0,0.0,5,325.07938020514166,14.353877189412293,0.16614638619257707,92.507150888443
100,0.1,8,0.7,1.0,0.1,1,329.112458259497,14.609977380268102,0.170010449357424,24.27514624595642
100,0.1,8,0.7,1.0,0.1,3,333.23241095881696,14.680906895668347,0.17085588303309546,23.595442533493042
100,0.1,8,0.7,1.0,0.1,5,338.34581511771194,14.737887813678498,0.1719217191583185,23.48843550682068
100,0.1,8,0.7,1.0,0.3,1,315.4186554638786,14.445486107824944,0.16960429473524874,16.1509370803833
100,0.1,8,0.7,1.0,0.3,3,315.45496932030136,14.446333000962095,0.16961059164867476,16.007864952087402
100,0.1,8,0.7,1.0,0.3,5,314.58096383963255,14.420303024079983,0.16915602616008713,15.892915725708008
100,0.1,8,0.8,0.7,0.0,1,349.1023282016125,14.742706464752365,0.16736052015479852,106.60743713378906
100,0.1,8,0.8,0.7,0.0,3,333.07156936205666,14.568390223083908,0.16669084861313424,92.14598083496094
100,0.1,8,0.8,0.7,0.0,5,335.6439892773377,14.589808419814869,0.16638216784685855,85.74048328399658
100,0.1,8,0.8,0.7,0.1,1,357.995501462325,15.074052917634125,0.1735963873339396,22.37671661376953
100,0.1,8,0.8,0.7,0.1,3,361.9684756099924,15.108312667026679,0.1736833232893932,21.907058000564575
100,0.1,8,0.8,0.7,0.1,5,365.3213783146163,15.365164551584959,0.17597209547563514,21.702816486358643
100,0.1,8,0.8,0.7,0.3,1,337.883197066506,14.61641157571616,0.16792530530373373,15.029962539672852
100,0.1,8,0.8,0.7,0.3,3,338.85366819477395,14.639369370599194,0.16808492607434078,14.918196201324463
100,0.1,8,0.8,0.7,0.3,5,335.0255612244681,14.563785217954681,0.16742301796886755,14.906227350234985
100,0.1,8,0.8,0.8,0.0,1,365.42324641260046,15.321269187214437,0.1767534291739445,106.52220940589905
100,0.1,8,0.8,0.8,0.0,3,365.491876564449,15.176868107645161,0.1734138612800123,95.6111798286438
100,0.1,8,0.8,0.8,0.0,5,353.9380824976432,14.984944747785006,0.17274336225295364,87.8313136100769
100,0.1,8,0.8,0.8,0.1,1,363.95088272152043,15.17029665414158,0.1746476310999328,22.585713148117065
100,0.1,8,0.8,0.8,0.1,3,365.25404240907767,15.141504129675571,0.1751700564758685,22.27588129043579
100,0.1,8,0.8,0.8,0.1,5,355.7677996367042,15.102694585729411,0.17527175866364214,23.595221757888794
100,0.1,8,0.8,0.8,0.3,1,327.6859877779982,14.420059052154322,0.16615787036875437,15.213442087173462
100,0.1,8,0.8,0.8,0.3,3,326.4683039878263,14.40599354634627,0.16602261118073058,15.045331239700317
100,0.1,8,0.8,0.8,0.3,5,324.1073984569324,14.392740586772561,0.16585755734497115,14.9940025806427
100,0.1,8,0.8,1.0,0.0,1,316.92306598354617,14.298520730361494,0.16628568932748328,116.7132499217987
100,0.1,8,0.8,1.0,0.0,3,336.77163395610046,14.719780481923939,0.16919078095355666,103.62007761001587
100,0.1,8,0.8,1.0,0.0,5,323.1490490901822,14.386839195714366,0.166769872313044,95.86353826522827
100,0.1,8,0.8,1.0,0.1,1,322.16259266342354,14.436736039061916,0.16866342999605752,24.73318600654602
100,0.1,8,0.8,1.0,0.1,3,333.8748908881847,14.699390061581482,0.1722107017302752,24.000457525253296
100,0.1,8,0.8,1.0,0.1,5,321.79953648831486,14.43734152852116,0.1687794830519272,23.675949335098267
100,0.1,8,0.8,1.0,0.3,1,312.0721000572827,14.297512330542212,0.16724839845808093,16.60648202896118
100,0.1,8,0.8,1.0,0.3,3,312.1060943961695,14.298374779841415,0.16725466914368203,16.6008563041687
100,0.1,8,0.8,1.0,0.3,5,316.6663387491083,14.407426849268324,0.1683267558352576,16.308992624282837
100,0.1,8,1.0,0.7,0.0,1,355.2118477029759,15.067283574933015,0.17037300388924662,104.19130563735962
100,0.1,8,1.0,0.7,0.0,3,365.5304443547244,15.292947296537264,0.17186322183919156,94.677255153656
100,0.1,8,1.0,0.7,0.0,5,359.5349292025337,15.140657650825432,0.17163466530832364,88.1363434791565
100,0.1,8,1.0,0.7,0.1,1,372.06030514555187,15.448057944507209,0.176420126681718,23.07089853286743
100,0.1,8,1.0,0.7,0.1,3,370.2448254105427,15.382526216797622,0.1745680592017087,22.623106718063354
100,0.1,8,1.0,0.7,0.1,5,361.3999264536857,15.088382248927454,0.17075720644386722,22.605661153793335
100,0.1,8,1.0,0.7,0.3,1,334.93026724963215,14.53698706283391,0.16768130556348107,15.937872886657715
100,0.1,8,1.0,0.7,0.3,3,334.95005434158656,14.537668937369212,0.16768601471352604,15.65520977973938
100,0.1,8,1.0,0.7,0.3,5,326.5967216717204,14.427152274043262,0.16687454216508035,15.782544612884521
100,0.1,8,1.0,0.8,0.0,1,337.9165000437174,14.787164527018842,0.16915363977771947,114.21286249160767
100,0.1,8,1.0,0.8,0.0,3,325.7970160385322,14.490284275068294,0.1676859988534301,101.10203123092651
100,0.1,8,1.0,0.8,0.0,5,305.60345140727907,14.081546106823389,0.16280748149031876,89.92413687705994
100,0.1,8,1.0,0.8,0.1,1,351.65309636892425,15.016397933049394,0.17292451032695488,23.504440784454346
100,0.1,8,1.0,0.8,0.1,3,343.614408387898,14.962328807880622,0.17289268976886515,22.919405698776245
100,0.1,8,1.0,0.8,0.1,5,347.3863950199637,14.95382633779413,0.17237282248373734,22.57047963142395
100,0.1,8,1.0,0.8,0.3,1,339.54885127595844,14.849269785807275,0.1710442868443388,15.860554218292236
100,0.1,8,1.0,0.8,0.3,3,346.94871190708534,14.972820435146776,0.17213268550751404,15.733419418334961
100,0.1,8,1.0,0.8,0.3,5,335.427899702976,14.738697101227416,0.17001497233070315,15.700147151947021
100,0.1,8,1.0,1.0,0.0,1,348.17121745165605,14.919459311704925,0.17221720798146573,118.51507949829102
100,0.1,8,1.0,1.0,0.0,3,338.97116826697913,14.768814613912888,0.17202569993168665,105.5722246170044
100,0.1,8,1.0,1.0,0.0,5,352.60017589248264,15.047296884408308,0.1743899146523159,98.28507804870605
100,0.1,8,1.0,1.0,0.1,1,340.39154109762893,14.70997150875521,0.17068763451220406,25.568943977355957
100,0.1,8,1.0,1.0,0.1,3,339.8833389014774,14.773051270589152,0.17192670473727445,25.05729603767395
100,0.1,8,1.0,1.0,0.1,5,354.5511890888038,14.974841101115194,0.1732586754798772,24.81595778465271
100,0.1,8,1.0,1.0,0.3,1,314.99289247316585,14.267391238458579,0.16725540482338497,17.528623819351196
100,0.1,8,1.0,1.0,0.3,3,310.51922606079825,14.176479580431625,0.166461387167878,16.9259295463562
100,0.1,8,1.0,1.0,0.3,5,304.1865619464803,14.03143927423481,0.16500906706296217,16.904136896133423
200,0.01,4,0.7,0.7,0.0,1,278.66997252790117,13.156948052706147,0.1525932988214217,34.29030084609985
200,0.01,4,0.7,0.7,0.0,3,278.6061728017331,13.154691808852757,0.1525006655212211,34.338950634002686
200,0.01,4,0.7,0.7,0.0,5,277.95028880331085,13.137552499969493,0.15228763981504104,34.37895703315735
200,0.01,4,0.7,0.7,0.1,1,278.476260744043,13.15386237255569,0.1525533076122541,34.62470626831055
200,0.01,4,0.7,0.7,0.1,3,279.1847563654803,13.168037161880076,0.15268707672069146,34.36699151992798
200,0.01,4,0.7,0.7,0.1,5,279.0325029346599,13.16866503970671,0.15271848026132553,34.06205487251282
200,0.01,4,0.7,0.7,0.3,1,277.87769276416043,13.131915212056924,0.15248473462469952,33.75540089607239
200,0.01,4,0.7,0.7,0.3,3,277.9293031553955,13.132846419540389,0.15249280689777928,33.61042833328247
200,0.01,4,0.7,0.7,0.3,5,278.0995456008627,13.136308424875356,0.15252147260041532,33.54967951774597
200,0.01,4,0.7,0.8,0.0,1,275.5326279281244,13.099637580697042,0.1523389727880374,34.723771810531616
200,0.01,4,0.7,0.8,0.0,3,275.6328559430371,13.10047585116703,0.15245241292423534,34.02858781814575
200,0.01,4,0.7,0.8,0.0,5,276.2580571578187,13.122814804097676,0.15263974372182282,34.18659019470215
200,0.01,4,0.7,0.8,0.1,1,275.7845575823662,13.11157381257178,0.1524557283754161,34.35967659950256
200,0.01,4,0.7,0.8,0.1,3,276.9812974459139,13.132951966971522,0.15274953720011142,34.12306094169617
200,0.01,4,0.7,0.8,0.1,5,277.0139248637595,13.137504632597075,0.15280407205237628,34.19389033317566
