fold,subject,loss,mae,mape,CLASSIFICADOR,ARCHITECTURE,RECURRENT_LAYERS,DENSE_LAYERS,BATCH_SIZE,LEARNING_RATE,EPOCHS,ACTIVATION,OPTIMIZER,combination_id,execution_time
3,2,116.23785379863047,8.521293426576367,0.0988758888994923,GRU,mixed,"(64, 32)","(32,)",32,0.01,25,tanh,adam,30,348.4087116718292
4,3,257.9704888732614,12.175199756154747,0.12981402474096207,GRU,mixed,"(64, 32)","(32,)",32,0.01,25,tanh,adam,30,348.4087116718292
5,4,173.93447444245044,10.984250989560465,0.1147918722323005,GRU,mixed,"(64, 32)","(32,)",32,0.01,25,tanh,adam,30,348.4087116718292
6,5,262.71283928844144,12.823118147833842,0.1505130248811098,GRU,mixed,"(64, 32)","(32,)",32,0.01,25,tanh,adam,30,348.4087116718292
7,6,224.76624763994485,11.815750392479233,0.12451219415555731,GRU,mixed,"(64, 32)","(32,)",32,0.01,25,tanh,adam,30,348.4087116718292
8,7,230.57673781536732,12.25032159119598,0.16565894440348508,GRU,mixed,"(64, 32)","(32,)",32,0.01,25,tanh,adam,30,348.4087116718292
1,0,684.5968437987705,20.648666080508686,0.1802688268264458,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,relu,adam,31,902.6879327297211
2,1,784.8155662125237,23.69471747485074,0.2901654113211958,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,relu,adam,31,902.6879327297211
3,2,110.58885758946734,7.997897347487973,0.09429620582953968,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,relu,adam,31,902.6879327297211
4,3,339.9332061568774,13.493682187387526,0.13449520757981454,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,relu,adam,31,902.6879327297211
5,4,197.04235346817165,11.504230431053067,0.11949649501696558,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,relu,adam,31,902.6879327297211
6,5,271.63106283709794,12.903240825758578,0.15209551255959933,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,relu,adam,31,902.6879327297211
7,6,189.63525813801397,10.533710709101037,0.11437353547133952,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,relu,adam,31,902.6879327297211
8,7,239.01239073624214,12.47947533465614,0.16895392871478498,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,relu,adam,31,902.6879327297211
1,0,232.06219866775686,11.942695018193145,0.11424297225041581,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,tanh,adam,32,359.5027537345886
2,1,836.9325840161123,24.65609408378601,0.2981551795325685,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,tanh,adam,32,359.5027537345886
3,2,244.86741573116157,12.929195978118631,0.12969084388743976,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,tanh,adam,32,359.5027537345886
4,3,250.75751854520308,12.30440380244767,0.138456790761981,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,tanh,adam,32,359.5027537345886
5,4,124.65074604456382,8.949450254108093,0.09108981830514432,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,tanh,adam,32,359.5027537345886
6,5,221.6731661011578,11.68863436991818,0.13933028840397998,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,tanh,adam,32,359.5027537345886
7,6,186.52678652928518,10.601621411721919,0.11511886976423241,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,tanh,adam,32,359.5027537345886
8,7,223.14963374646962,12.218577683464556,0.16697939839516884,GRU,mixed,"(64, 32)","(32,)",32,0.01,50,tanh,adam,32,359.5027537345886
