combination_id,CLASSIFICADOR,ARCHITECTURE,RECURRENT_LAYERS,DENSE_LAYERS,BATCH_SIZE,LEARNING_RATE,EPOCHS,ACTIVATION,OPTIMIZER,mean_loss,std_loss,mean_mae,std_mae,mean_mape,std_mape,execution_time
4,CNN1D,pure_recurrent,"(64, 32)","(32,)",32,0.01,50,relu,adam,265.49372945858613,140.67304375155737,12.76742498789713,3.772614496461316,0.14732497722381668,0.05582063368416372,63.905107498168945
